review,rating,Label
"
Had my eye on these for a while, snapped them up as soon as I saw them for a good price, seems that they're an old product line and not available generally in this colour way.They're nice and comfortable, run true to size (UK8, EUR 42) and having wide feet, I don't find them too narrow as others have mentioned.The tongues are bit large, and despite minimal wear, I've noticed the sole wearing a bit faster than I'd have liked. The midsoles seem to be painted white and show a bit of creasing at the heels.UPDATE, after a few months of limited wear, only being worn in the dry weather, the sole has split at one of the creases quite badly, despite the rest of the trainers are like new.Let's see how much longer these last before they're unwearable
",2,sad
"
Took a while to wear in as quite stiff. Size is good but if unsure go half a size up. Not much cushioning in the sole so you may want to add an insole take this into account when picking a size.
",4,neutral
"
I use the shoes to walk on the treadmill in the gym and for that purpose it's fine. However, since it a tennis shoe design, I think it's a little heavy to play tennis in. Confusing since the shoe has 'lite' in its name!The design of the shoe is not as sleek as the pictures depict; the toe area is very wide and ungainly looking. Great in that you get a lot of room to wriggle your toes but it makes the shoe look like camel-hooves.
",3,confused
"
Great value for money. Fit I a correct aize
",4,happy
"
The trainers are OK and are as in the pictures, they are exactly what you would expect from the 35 pounds price tag. Leather is quite hard and will take a little breaking in but if you are looking for a brand name trainer at an affordable price then these would suit you.Would recommend.
",4,neutral
"
I was looking for an ultra-light shoe for basketball and volleyball and this is it! It is highly stable, even on the sharpest of turns and it maintains traction extremely well! The best thing I can say about them is that I'd be glad to buy them again and again!
",5,happy
"
I like the style of the trainers  there very comfortable  to wear .very good value for the price
",4,happy
"
Very comfortable.
",4,happy
"
The shoes arrived on time and were excellent quality and well packaged.  Unfortunately, the size didn't work out, so I had to return, which made me sad as the shoes were great and the price was too.  Sebastian, whom I dealt with, could not have been more helpful .  He went beyond and above to rectify the situation.  I would definitely buy from this company again.  It is not always easy to find good customer service.  Definitely deserve my 5 stars!
",5,sad
"
A bit more snug than expected but otherwise comfortable and good for walking in. Happy with them and the speedy delivery.
",4,happy
"
These are one of the comfiest trainers I have worn in a long time. Having wide feet, I find footwear hard to break in, but these were wearable after a couple of days.The only downfall for these is that they tend to rip easily at the seams.
",4,happy
"
I purchased these trainers as a replacement for my old ones, I use them for walking not jogging or running. They fit me very well they look quite smart for trainers. Overall I am very happy with them. PS ignore the reviews that say that they are fake, reviewer must have bumped his head.
",4,happy
"
I wear 10.5 UK size and ordered 10.5. They are a perfect fit (I didn't need to go a size up). As to them being genuine NIKE (some suggest they aren't).... I have NO reason to think they're not NIKE. Some people simply look for something to complain about. In this case, I have NONE. They've been a good buy.
",5,happy
"
Not comfortable
",1,sad
"
Been a long time since I had trainers that ripped my heels to pieces on first wear. So much so the blood had ran into the white padding before I noticed, so had to wash before wearing a second time. Will now be on a break-in regime for the next few weeks while the heels soften a bit.
",3,sad
"
Took straight out of the box and  run five miles  with no issues cant see how anybody can write a bad review of these trainers  run  over thirty miles in these trainers over the first week of purchase  they are  great  very soft under the heel  absorbs a lot of impact  and nice and light to wear
",5,happy
"
I bought these trainers as I spend a lot of time outdoors, especially in our lovely winters!  I had a very similar previous generation of shoe which I very impressed with which made me plump for them.They are slightly clunky, but when you have inclement weather this is not a bad thing.  However I feel the sole is not the usual Nike quality, as when I came in from being outdoors I was slipping and sliding on the kitchen tiles.  Would be easy to give yourself a sore one.  This is usually what you expect from cheaper branded trainers, and why I usually buy Nike/Adidas.That said, I will use these for the garden instead, but a little bit disappointed.
",3,confused
"
The trainers seemed uncomfortable at first but this has improved with use.ideal for exercising at home and in wet weather.
",4,neutral
"
My  son loves his new trainers and says he's very happy with them as they fit well, are comfortable and look great on. Definitely worth buying and I can see myself ordering another pair of the same trainers at a later date. Excellent trainers. Miss T Lynn.
",5,happy
"
Very happy to find these tennis shoes. My husband bought this type a couple of years ago. They lasted well and were very comfortable, so he’s really pleased to get a new pair at a good price.
",5,happy
"
They're trainers....you wear them.....on your feet....and you can go outside.As with every other pair of Nike trainers I've ever had (there have been many), they fit nicely and they feel good and sturdy.I have no concerns about them falling apart.They're not the most comfortable pair of trainers I've ever had, but they aren't the worst either.Oh...and these ones are mostly white.
",5,neutral
"
The shoe size is pretty standard and looks cool. Very comfortable to wear.
",4,happy
"
The fact that the wrong size was sent  was a shame because they looked a really nice shoe this was the only reason we returned them
",4,neutral
"
Well fitting but lacked padding on the soles
",3,neutral
"
Good design, quite a light weight shoe. I'm not sure how well they will fair during the winter months but my teenage son- who is Nike mad - was very pleased with the look 😎
",4,happy
"
These are nice trainers, not for running, these are fashion trainers.
",4,neutral
"
Felt a bit tight across the bridge of your foot. But with wear, they could have weathered in.
",4,confused
"
Amazing quality
",4,happy
"
Thank you my son will wear them
",4,happy
"
I like the style etc..but the fit wasn't the best..I have worn them on the street but after awhile  my left trainer was hurting me.
",4,sad
"
comfortable trainers ideal for work as I am standing all day in work soles could be better materials but all in all fantastic I have had a few of these for work quite a sturdy bit of foot wear
",4,happy
"
Bought for my husband d value for money
",4,happy
"
Nice product  comfortable  to wear.
",4,happy
"
Very good as walking shoes, not really trainers as per other reviews.
",4,happy
"
Decided I needed a new pair of trainers for lounging about in, si far so good, good fit, comfy, cant see them staying white for long though 😜
",4,neutral
"
Nice shoe not as soft as expected some rubbing on the top of the shoe but after a few wears they are a nice shoe
",4,neutral
"
they arrived quickly and are what i wanted
",4,happy
"
Value for money
",4,happy
"
Arrived a advised. Sturdy trainer.
",4,neutral
"
Very good product, I use them for running in he gym. They look smart and fit id reasonably comfortable. One detail- there is virtually no cushioning in the soles. In the gym this is not a problem for me- but if you want a bouncy pair of running shoes, this would not be a good choice
",4,confused
"
Pictures of the old and new i like these trainer shoe for the comfort  and value for money,old ones still going strong, I can only hope the new one's will last as long as the old ones. Thank you Nike.
",5,happy
"
I bought these trainers for my son. They are very versatile for school. I bought them for him to wear for PE.  I have bought them before for him before  and they wear really well, he certainly get his wear out of them.
",4,happy
"
I have purchased these before and I find them very comfortable from day one. Not too high around the ankle but not too low either. Light weight and durable.
",5,happy
"
it took a while to find a price I was willing to pay for trainers, so I'm happy with the purchase.
",4,happy
"
Good price but a bit tight on the width fitting. Had to stretch them a bit at first.
",4,neutral
"
Its alright but not as nice as it looks on here
",4,confused
"
Only lasted 6 months
",4,sad
"
There ok, have to change the insert but good sneaker for the money
",4,neutral
"
Already bought these before I read the reviews I was worried at what people were saying but when they arrived I was more than happy with them, took a day to wear them in and now they're very comfortable and light on my feet..
",5,happy
"
Comfy and durable. This is the second pair I have ordered, first pair are still going strong (can't remember when I got them it's so long ago) and will probably last some time yet but got replacements while they're still available.
",5,happy
"
They were ok. They did not have the white Nike tick, but had a black tick in a different finish.  I'm sure my son will like them, but you don't get the same design as the product you order, buyers beware. 😐
",3,confused
"
Son is happy with them. So must be ok.
",4,happy
"
Arrived on date expected. Well made. Look good. Nice and light perfect for summer
",5,happy
"
Felt like been ripped off £53 paid and £35 on box!!!
",3,angry
"
The trainers are as expected , comfortable fit , didn't rub on the heel . Light to wear my son's and husbands favourite make .
",5,happy
"
Great looking trainers great price quick delivery word up
",5,happy
"
Very light and comfortable
",3,happy
"
Fitted well and comfortable but not quite my style so returned unfortunately
",4,neutral
"
Not for long walks! Can chafe at the start of Toe row!
",3,sad
"
Exactly what I expected from Nike. Had them before and will buy them again
",5,happy
"
These trainers don’t have any support for the arch of the foot so I had to send them back.
",3,sad
"
General everyday use. As expected. Nike know how to do this well
",4,neutral
"
takes time to get used to them
",4,neutral
"
Very light weight what is good
",4,sad
"
These trainers are well priced but not as comfortable as I was expecting from the Nike brand. But priced fairly
",3,happy
"
Good value trainer but too tight across in step
",4,happy
"
Good for the price.
",3,happy
"
War ales ok.
",4,happy
"
Tight around than expected around the heel, narrower than others I have bought from Nike. Otherwise ok
",4,happy
"
Arrived on time and were left with a neighbour, the trainers look great (bright white, you can see me coming from a mile away) I'm a 10.5 and bought the 11, and they fit well with some room for big toes to move. There more fashion trainer than exercise shoe, as there isn't much cushion
",4,happy
"
Great price on runners.  Perfect for school as my son must wear black shoes, these have a bit of support in them.  The new runners today are mostly made of this mesh that constantly wears a hole in the shoe in no time at all.  After buying three pairs of the mesh shoes in a short space we changed gears hopefully these will wear a bit better.  They seem in principle to be a sturdier pair.
",5,happy
"
Arrived 3 days before estimated date. The only problem I have with them is they're not very comfortable as there is almost no padding inside but you get what you pay for, they're not nike air afterall but they're ok for the price
",4,neutral
"
Now I'm not the most trainer savvy. I need comfy non-slip trainers that I can wear at work when climbing across desks running cables. It's about the only running I do.I discovered these back in 2011 and usually buy 2 pairs a year, every year ... but not any more.The last three pairs have all failed in the same way due to a change in the manufacturing process.The plastic 'heel plate' shatters and cuts on through the material rubbing the back of your foot to the point of blistering. It takes about 8 weeks of wear, I normally get 26 weeks of hard wear 12-14 hours a day.Hopeless.It's appalling considering the price has doubled over the last eight years.Avoid these budget rip offs.
",1,angry
"
Excellent trainers and delivery was prompt
",4,happy
"
nice looking trainer just needed some thing for gym only as old pair (different brand) have had for over ten years  looking a bit tatty hope these last as long only wear every other day for about one and a half hours
",4,neutral
"
Great product
",4,happy
"
The trainers are ok , clearly paying for the name
",4,neutral
"
Your feet get a little hot when you wear it
",5,confused
"
Very good.Bought to replace old trainers. My first experience of buying shoes online ( I never trusted that I’d get right size). Fit great.
",5,happy
"
I bought these for my husband.  This is the second pair that I have bought for him. The first pair are still going strong after 2 years just a bit tatty hence the new pair. Well worth the money.
",5,happy
"
I’ve had these trainers before good value
",5,happy
"
It is very well desgned, and good quality looking trainers.
",4,happy
"
A great trainer fits perfect and light on the feet
",5,happy
"
got these and the Nike Air Force 1 '07, Men's Low-Top Sneakers at the same time. wore the Air's once. these are my go to trainer. Could do with a smidge more support on the sole for long walks, but nothing an insert can't solve
",4,neutral
"
Not sure what other reviews are going on about or perhaps there are multiple sellers of this item and one of them is sending fakes but the ones I received are certainly genuine and very comfy. Went a half size up and fit is just great. May even buy a 2nd pair.
",5,happy
"
These were a replacement for an identical pair of shoes which, after much wear, wore out because the soles came away from the uppers .Lightweight and comfortable so replaced with same - made in different country and sole appears to be slightly narrower on new pair.
",4,neutral
"
They look great in the photo, on my feet they look huge
",4,confused
"
I needed a pair of trainers for walking outdoors (not for sport) - these are really comfortable and won't hesitate  buying them again.
",5,happy
"
Its comfotable, nice and fit as ecpected..
",4,happy
"
Great value for money! I buy these for work cos im on my feet all day! Very comfy!
",5,happy
"
Worth the money
",3,happy
"
Gutted! Only got one right shoe?! Two rights in the box but only one Nike.
",5,angry
"
Brought these before from sports shop, so knew what size to buy , these are exactly the same,  good buy.Definitely buy again when needed.
",5,happy
"
I have these shoes since couple of months now. I wouldn’t buy them again. The shoes are not very comfortable for walking.
",3,sad
"
Nice trainers and a good price
",4,happy
"
I was really surprised to find Nike trainers for this great price. They are comfortable, waterproof and very sturdy and I really like them.
",5,happy
"
Ordered usual size. Had not had this kind before but fit perfectly. Very pleased in every way.
",5,happy
"
Product arrived in good condition and was very comfortable to walk on.
",5,happy
"
Wrong size for me. Very tight fit
",3,sad
"
These trainer turned up quickly, they are good for a broader foot and at superb value, and nice and light which I like,they also last a long time!
",5,happy
"
Used almost every day for 5km runs, I don't know I'm wearing them. Lightweight and comfortable
",5,happy
"
I had a previous pair of these shoes, they lasted well over a year and a half and where comfy enough so I bought another pair. This revision of the shoes have clearly been made with much cheaper materials as they are in a worse condition than my previous pair after 4 months vs 16+. The quickly worn out soles caught me off and before I realized I had slipped and hurt my back on a not very slippy road while crossing.
",2,angry
"
Trainers are for taking the dog out for  a walk.Also going out comfortably and smartly without having to wear shoes. They are hard plastic with thick soles that are comfortable and attractive.
",5,neutral
"
A brand and shoe I have been wearing for years. So pleased to see they are still worthy of production, and affordable! Thank you NIKE for continuing to make a great trainer (sneaker) that I will buy again and again.
",5,happy
"
This is the second pair I have had and they are good value
",5,happy
"
Good quality comfortable and cheap for Nike trainers , exactly as described quick delivery
",4,happy
"
Needed decent trainers for daily exercise walking only about 3-4 miles but these are ideal, comfortable, light weight and no blisters!!
",5,happy
"
I haven't seen in real only in the picture, I ordered online and sent directly as my Christmas presents to my 2 sons who lives in the Philippines and they love it, they reserve it for Christmas day.
",5,confused
"
Very good price with lots of room for broad feet.  Good tread which reduces slipping on grass.
",5,happy
"
The shape of the trainer was not the same shape or style as previously bought from the high street.
",3,confused
"
Not very comfortable for walking in in plasticy leather cheaply made if I'd purchased them in person I would not have bought them, but after wearing them outside you can't send them back
",2,sad
"
very nice trainers, good for general wear, good value for money
",5,happy
"
nice design,comfotable trainer,very good value,
",4,happy
"
You can't complain for tennis trainers that cost £22.  Very happy, sole is good and grippy on AstroTurf grass.  Son thinks they're dad trainers, which is perfect for me to play tennis in👍
",5,happy
"
Great price and comfy , recommend
",5,happy
"
Sturdy but comfortable. Nice fit with a solid feel.
",4,happy
"
A really nice trainer for the money. Everything good. No complaints
",5,happy
"
Product as described
",4,happy
"
Look decent , very comfortable and excellent for the price . More for function than fashion but don’t look too shabby at all for casual
",5,happy
"
Exactly what I was hoping for
",5,happy
"
Great trainer, I wear them every day for work. They were very stiff when I first wore them and took about 2 weeks to wear in. The soles are very cushioned and now the upper has broken in, they are very comfortable. I am considering buying a second pair as I very impressed by them
",5,happy
"
I am not accusing but as a Nike fan I doubt very much that these are real. If so they are bad quality Nike’s. after a few months they split around the sole. I have 20 pairs of Nike and these are nothing like any other I own. Although I must admit for cheap trainer they have very good support and are very comfortable
",3,sad
"
Love these, this is my 6th pair and they are durable
",5,happy
"
Good in rain awesome grip and waterproof for a good while
",5,happy
"
Fit nice tread lasted nice trainers
",5,happy
"
These are the most uncomfortable trainers I have ever bought. I though they might bed in, but they will make your heels hurt. They are too hard and are not running shoes, maybe casual shoes or something.  I expected them to be real runners, but you'll be bleeding around your heal if you run or trek. The back heal is made from an unforgiving material that is not cushioned. The sole is overly flat and hard as hell, literally concrete like, its very unforgiving. I have 4 blisters now, incredible rigidness from one end of the shoe to another. I should have stayed with Adidas and went for the cloth type shoes, not this rigid leather type, simply to uncomfortable for training in. The trainers are most likely fake as they are so uncomfortable. They do come in a Nike box, made in India, but they will cut your feet to ribbons, really disappointing.
",1,sad
"
Great price, but they feel fine, look decent, overall a good pair of trainers! I had expected problems as I've never bought trainers from Amazon before, but these are spot on!
",4,happy
"
My son lobes his trainers
",4,happy
"
No frills Nike, ok for £36 can't complain.
",5,neutral
"
Son has only been wearing for then for 2 months so a bit early to say how durable they are, but seem to be quite a good fit & comfortable.
",4,happy
"
Always Nike. Love them.
",5,happy
"
These trainers were plenty long enough for me and it's good to find half sizes as I usually have to buy a size larger than I need. However, they were very narrow and for someone with wide feet, like myself will be uncomfortable after a short time.
",3,sad
"
Nice trainers
",5,happy
"
They were exactly what i wanted, tough,durable and waterproof. But within two days the front lip of my right trainer started to come away from the leather and now my trainers arent waterproof anymore, just like reebok classics use to do. If you want to buy tough,long lasting outside trainers then dont by these. If you have more money than sense, then buy them.
",3,sad
"
Good quality, fairly affordable, but a little clompy. I use them for running, they'd be better pottering around the house for housework or in the garden.
",4,neutral
"
Bought these for my son but they were too small. They are nice trainers though.
",5,neutral
"
Great quality and great price
",4,happy
"
Great shoes live them
",5,happy
"
They're solid and haven't fallen apart after a lot of use on a tennis court.
",5,happy
"
I was fed up of not being able to find simple basic trainers at a decent price until I spotted these. Excellent purchase and would recommend to anyone.
",5,happy
"
Now I bought these on a whim, but they are great, I have wide feet and these fit me!! My friend tried them on, so I’ve had to order another pair for him. A*****
",5,happy
"
good quality, good price
",4,neutral
"
Got for my son he loves them.
",5,happy
"
I bought these Cross Trainers last month as I was struggling to find a comfortable pair for daily walking.  I have several other much more expensive pairs in the cupboard which are uncomfortable and chaff my toes.  After a few days breaking these Nike ones in they are so comfortable that I went and ordered a second pair which were still good value on price.  Highly recommend.
",5,happy
"
Brilliant pair of trainers, well pleased and fantastic value....you wont be disapointed
",5,happy
"
Great value trainers.
",5,happy
"
Great, lightweight, fitted as they should, arrived on time great seller
",5,happy
"
The glue ran up the shoe so it looked like a big mess. Had to return
",3,sad
"
These products are excellent, as they provide me with assistance whenever I’m working .You can trust me these shoes are the perfect fit .
",5,happy
"
Fit perfectly, smart and good value, well pleased,
",5,happy
"
Pleased comfortable trainers and with the delivery
",5,happy
"
Good but not as comfy as most nike trainers
",4,neutral
"
I doubt very much that this product was manufactured by Nike.  The sole doesn't have the flexibility of a trainer.  If you want something with a brand name to walk around it, it looks the part.  I'm not wearing them for this evening's run. Amazon and Ali Baba are selling the same stuff.
",2,neutral
"
It is hard and  it rubs on the instep  when walking
",4,sad
"
The shoe was too big
",5,sad
"
There for my son who loves them.
",5,happy
"
So good my hubby has had a second pair
",5,happy
"
Great product value for money
",5,happy
"
I have a very wide foot and find that trainers of the size 14 I require always cut into my outer toes.....and then come apart soon after.I can say these are the best I have ever encountered and additionally they stretch a tiny bit after a week or so to fit the shape of my feet.
",5,happy
"
Sent this product back as they did not fit my husband.
",3,neutral
"
I bought these for one of my sons and he was absolutely delighted with them
",5,happy
"
purchased for grandson great fit comfortable he loves these trainers
",5,happy
"
Quite a plastic feeling and would slip easily on tiled flooring
",4,confused
"
Very pleased with these trainers, comfortable and good fit. Delivered promptly.
",4,happy
"
These shoes are well made but are probably a little on the tight side. Maybe after a period of wear they will loosen a little.
",4,neutral
"
I have bought these before and have worn them until they are past going out in and as I like them so much ordered a new pair.
",5,happy
"
Quite a slim fit, otherwise  good  overall.
",4,neutral
"
Bought these as a gift for my partner.he likes them,they fit perfectly and he wears them all the time.i was a bit unsure about ordering them as i read some bad reviews but they are great.fast delivery too.great price.id recommend
",5,happy
"
My third pair. Really good value for the money.
",5,happy
"
nothing wrong with this product and return was accepted for full refund..... happy with this
",5,happy
"
I am satisfied with the shoes and thedelivery time. No complaints.
",5,happy
"
Look good, feel good and really comfortable to walk in.
",5,happy
"
Very well made trainers... had them for nearly a year now.. my husband uses it for work.. good value for money...
",4,happy
"
Nice shoes. Comfy, ideal for tennis and will be wearing them in dry conditions. However, in the wet, on standard all weather courts, they become extremely slippy and are unusable.
",2,confused
"
Paid a good price. A bit rigid but very comfy.
",4,neutral
"
The front of the trainer came away so had to superglue it back down.
",2,sad
"
My boy loved them.
",5,happy
"
Bought for sons birthday he loved then
",5,happy
"
This is the third pair i have bought excellent trainer hard wearing.
",5,happy
"
Good strong trainers well pleased
",5,happy
"
These are my favourite pair of shoes, I've bought many pairs of them over the years, seen them reduced in price so I bought 2 more pairs.
",5,happy
"
These arrived yesterday so I have not done much wearing. they fit well. they are Nike so they are what is to be expected. Delivery was quicker than advised. good product and service.
",5,happy
"
It’s very good and I‘m very Happy thanks 💯
",5,happy
"
Had same product before and happy with purchase.
",3,happy
"
Arrived a day early and well packagedFit surprised me as I usually buy addidas as they are wider but these fit nice and feel lightmy main use is walking and they have been very comfortable to wear no issues so far
",5,happy
"
Love shoe
",5,happy
"
These shoes are great.  I bought some for my brother in law.  He can now wear these and look just like my Grandmother did when she was a nurse in the 60's.  Why anyone wouldn't want to wear a shoe made for a nurse in the geriatric ward is beyond me.
",4,confused
"
My son loves the shoes.
",5,happy
"
He likes them
",5,happy
"
Item returned on 1/5/23 . Too small.
",4,sad
"
Good quality shoe
",5,happy
"
Was for my nephew,  he loved.
",5,happy
"
They are cool, easy to wash
",5,happy
"
Fit great!! Super comfy!! True to size.
",5,happy
"
These shoes are very stiff and uncomfortable. I like how they look, but I rarely wear them because of that.
",3,sad
"
I really like the shoes alot, what I like most about them is even though they are the white on whites, they have a suede back which makes them custom.  However they were a little pricey at $152 plus tax which brought it aboutm $172 before my gift card was added which brought them down to $80 and some change so I didn't feel it in my wallet too bad.
",5,happy
"
The triple red are hard to come by and usually seasonal so I just purchased a second pair!
",5,happy
"
Nice shoes fit well but came in half box and a bit dirty in the bottom as if were worn before
",3,confused
"
Most comfortable daily sneakers ever had. I actually had sciatica nerve damage until i started to buy air forces. Only my 5th pair. They stay in great condition for first good 6 months the way i wear them. And i wear them often. 10/10 shoes comfort for me
",5,happy
"
My son loved them!
",5,happy
"
Very satisfied!
",5,happy
"
Original Nike sneakers, they look great and are very comfortable! Won’t find a better price anywhere! Recommend these 10/10
",5,happy
"
Made very well and my son really loves them
",5,happy
"
This color combo is hard to find plus it was a good price as AF’1’s tend to be overpriced
",4,happy
"
This is AF1 craft. Yes, it is the Craft, which is hard to find online. The quality is good and it is more comfortable than AF1. I love it.
",5,happy
"
I walk all day and this shoe walk with me. I feel no pain on my feet and at the end of the day I'm not so exhausted.
",5,happy
"
Correct size, not a knock off, and everything I was expecting. Appreciate it
",5,happy
"
My son wanted these shoes so much! They arrived in a good time frame. I know a lot of people like to keep their boxes and I will say the box was not in great shape but that was the only thing. We are very happy with shoes!
",5,happy
"
I like the way they fit and comfortable
",5,happy
"
Grandson wanted a pair for his birthday. Delivered on time and as expected
",5,happy
"
Been looking everywhere for these for my boyfriend and finally found them! He absolutely loves them and have been wearing them everyday!
",5,happy
"
I like the style of the shoeAnd wearing it for casual look
",5,happy
"
No comfort too big !
",3,confused
"
They were the right size as described. Came in timely fashion
",5,happy
"
Fit perfectly, my little brother loves them. Really comfy, true to size. Came out of the box clean and Crisp no creases or scratches.
",5,happy
"
Love these but the pictures had a black Nike swoosh and they came all white. I can't read I guess. It's all my fault. Lol not
",4,confused
"
The tennis shoes was a knock-off tennis shoe
",3,sad
"
I like that it fit well, but like I said it doesn’t seem authentic Nike especially because of the suede cover the logo Nike it annoy me.
",3,confused
"
Authentic great fit
",5,happy
"
Got them too big. They are very true to size.
",5,confused
"
THEY SHOULD HAVE HAD THE BLACK STRIP WHAT HAPPEN CAN I SEND THEM BACK FOR THE RIGHT ONE  ?
",4,confused
"
The size fit perfectly I’m so satisfied by quality
",5,happy
"
Great shoes fit perfect and comfortable thank you
",5,happy
"
Love  the product
",5,happy
"
My some loves them.
",5,happy
"
They were a gift for my grandson who has wide feet.  These shoes were too large so we have to send them back,
",3,neutral
"
Bought this shoe for my grandson perfect fit and he loves it
",5,happy
"
My son is going to be very happy on Christmas
",5,happy
"
Nice shoes, good quality BUT… overpriced and didn’t come as expected and showed in the picture, they are all white, I was expecting them to have the black check mark.
",2,confused
"
Theyre really cool. I like them a lot. About 4-5 people have stopped me this past week to tell me: “those shoes go hard”. “Dope shoes”. “That red looks good”. Definitely recommend these.
",5,happy
"
My husband was VERY happy wıth the new sneakers and they arrıved ın plenty of tıme for Father’s Day!! Thank you!!
",5,happy
"
Very nice and came right on time. They are Real Af1’s. If u can’t find them at any stores this place got em!!
",5,happy
"
Eveything is good Just that i did not get the color i wanted.
",2,neutral
"
Arrived earlier than expected. Pleasant surprise as it was a birthday present!
",5,happy
"
There to big there not the color I wants but there still cute
",5,confused
"
Thanks for finding them for me
",5,happy
"
These shoes are similar to other shoes but newer.
",5,neutral
"
The product was as expected and fitted perfectly
",5,happy
"
Product was fine. Had an issue with the shipping process
",3,neutral
"
I did not like the shoe because it was all white.  I thought it would have the black Nike Symbol on it.
",2,confused
"
worst service ever not exepteble
",1,angry
"
Knock off, didn’t have the correct plate on laces and was missing the logo on heel.
",1,angry
"
Product was what it was supposed to be but it was the wrong size
",1,confused
"
I got these I was so excited turns out it’s fake FAKE. Don’t ever buy these
",1,angry
"
Poor color quality.
",1,sad
"
These shoes look HORRIBLE!!!!!!Beware DO NOT BUY FROM THIS SELLER!!!!!
",1,angry
"
Over priced and poorly maintained by reseller. Looked like it was stored under a box of other shoes for a year. Creased and cracked leather. Box looked like it was under a stack of other shoes for a year. Do to this leather was creased and folded up and had some blinishes.
",1,sad
"
Glue around the entirety of the sole. $145 for sloppy shoes? Absolutely not. Save yourself the time and energy.
",1,angry
"
These shoes are either seriously flawed or fake. The tongue on the shoe is way too short. Doesn’t even reach the top shoe string hole
",1,confused
"
Simple black pair of Air Force 1s.In store cost: $90 + taxCost of this product: $140. Not worth it
",1,angry
"
West the money 3day was already broken 😡
",2,angry
"
I like them because they are comfortable, very good style and I really recommend them, but what I didn't like was that the box they came in was very battered, I know that it's the shoes that matter, but they also have to have a good view of the box.
",5,neutral
"
FRUAD.  These are NOT Nike shoes.  This is a fraud
",1,angry
"
After only two weeks of wearing these everyday, these are already tearing at a seam and coming apart. Not super happy after paying so much money for them.
",4,sad
"
The shoe fit as expected and is comfortable to wear.
",5,happy
"
My 16 year old son loves them
",5,happy
"
Can’t go wrong with AF1s period they been around forever and we all had at least a pair.
",5,happy
"
As advertised, quick delivery considering that I ordered from the Philippines. Thank you seller
",5,happy
"
The price was high, but since I couldn't find them anywhere else in this size I purchased them.  I am happy with the sneakers.
",5,neutral
"
My son favor color is red.  He wears these sneakers with outfits for school.
",5,happy
"
Classic Jordan's are Life!!
",5,happy
"
My son loves his new Nikes. These Nikes are his favorite pair. Could get them for cheaper else wheres. But at the time they where sold out. So try somewhere else before over paying lol
",5,neutral
"
My 14 yr old son wanted these badly.  They do not disappoint. Sharp and clean looking. Stylish too.  Good fit but tongue is low.
",5,happy
"
No complaints. Came fast, no damage, fits good and wear them everyday. Nice shoes. 💯
",5,happy
"
I like them a lot 😌
",5,happy
"
Received it on time and it fitted me perfectly
",5,happy
"
Bought for my son and he hasn't taken them off. he love them
",5,happy
"
Love the shoes came in time and wasn't no fake shoes
",5,happy
"
I bought these shoes as a gift and they were perfect ! They fit as expected and we’re extremely durable
",5,happy
"
I'm glad I got the Nike Air Force 1's because it's a hassle when you go to a shoe and trying to get them .
",5,neutral
"
Shoes are new in box! Exactly what I was expecting! Great product
",5,happy
"
Exactly as advertised.  My son loved them
",5,happy
"
The reason i give this a 4 star is because when it arrived with my other items, the Nike boxing was damaged.It almost seems as if they carelessly tossed the box around. The shoes look fine, they were very vibrant.I Definitely think this product is worth the money, but i wish they would be a little more careful when shipping the products.
",4,confused
"
The order was delayed but nothing bad my son loves his shoes and love how easy it made my shopping the shoes were perfect
",5,happy
"
they are worth my money
",5,happy
"
1a or should i say AF1
",5,happy
"
Seller was very swift in responding to my questions and shoes arrived before the expected date.  the box was slightly damaged hence my 4 star overall rating but other than that, all good.
",4,happy
"
Got this product for my Daughter for school can not fault themSlightly expensive
",5,happy
"
nike air max, 'nuff said. will fit a bit larger and looser than an adidas.
",5,neutral
"
Poor quality as soles went straight through a in short number of weeks.
",2,sad
"
My son loves them for his school shoes
",5,happy
"
Just as expected
",5,happy
"
Great shoe, bad customer service. You better hope they fit or you will be stuck with them.
",5,confused
"
Soles completely fell apart in less than 2 months. Rubber inserts fell out at heel allowing water to soak right through shoe. Glue fell apart showing how thin the rubber sole is, a few millimeters. Have bought these shoes from reputable retailers many times before and all have lasted at least 1 1/2 years. These are extremely poor quality, stay well clear.
",1,sad
"
Great fit, my third pair of AF1’s and I love how they match most outfits. Very comfortable
",5,happy
"
Very comfortable. I love them.
",5,happy
"
Casual wear and dog walkingImmediate comfort and support.Like walking on air
",5,happy
"
So un happy with this item, they are the same price as womens nike air force 1’s on jd , so was expecting quality, when they turned up they had glue all over them ,  white marks/scuffs…. When they are meant to be all black , not impressed
",1,sad
"
I bought these runners for my son who was given them as an early Christmas present (Dec 1st).  They have completely fallen apart.  The stitching has disintegrated and the sole of the shoe has come apart from the actual shoe!  I have never seen anything like it in my life.  There must have been something wrong with the stitching as they fell apart within 3 weeks.  I am not sure if they were fakes, but I can't believe that Nike would produce such poor quality shoes.  I would think twice before purchasing just in case.....
",1,sad
"
Soles have split .....not nikes normally quality
",1,sad
"
It doesn't have silver tag also mentioned as 82 on heel which is not on nike original
",1,confused
"
Please don’t buy this third grade fake product quality is so poor it  should be 800 Rupees
",1,angry
"
Poor quality , used only few time .
",1,sad
"
Product is as described but a little tight
",4,neutral
